CO2,ratioCO2_2,ratioCO2_3
0.2756147690334242,0.24577277424745494,0.29386465441616
0.17038216560509545,0.2541567695961995,0.41242149337055123
0.13238618833990007,0.13421757864499412,0.1934392416418848
0.0385443583118003,0.2641419743305339,0.3750247573776986
0.19480038123477716,0.21022038221887668,0.32758766133340833
0.26002430133657356,0.2199052132701422,0.5323581560283688
,,
0.1359570661896243,0.1827485380116959,0.3804347826086956
0.25016329196603526,0.0039037085230969742,0.567286036036036
0.1593865878951668,0.05093945720250518,0.1139942923581018
0.25204425204425196,0.06896551724137928,0.21621621621621623
0.049642049736247,0.04904375867783396,0.2895938399860001
0.03292452053666969,-0.04027286219888103,-0.6549834671705245
-0.010960598055196544,0.04477852348993291,0.21167357995428762
0.854762126431431,0.43238387147915236,0.4612822410749873
0.148630880923798,0.2369021826060403,0.22587435415423762
0.1393939393939394,0.26358624310842743,0.38791579623975575
0.028524683454261054,0.20477429573481157,0.4081092844945927
0.04584022337282108,0.023377104733665107,0.339627259694395
-0.1295499657884575,0.03798252074114156,0.14793980453131933
0.13854802441374878,-0.04512186933458671,-0.022274084497374502
0.26563903023046986,0.46481919026070245,0.4320125557274133
-0.14814031674877876,-0.012871583997258856,-0.016147986942328527
0.016878186411904316,0.03742603020678295,0.19375353729455333
0.14698574506256704,0.24596427277667096,0.4075345911106043
0.28341314758380504,0.24663824204657273,0.3637312186978297
,,
0.5357142857142856,0.3890909090909092,-1.022058823529412
0.045868862099382464,-0.07620906070354964,0.2838149197355998
-0.09637289381134856,-0.032518562679529406,0.059054515783568684
0.1603516525634346,0.1586401838079689,0.2279522459125443
0.1486015930460375,0.06758406126600439,0.2958889644054754
0.19372118296925542,0.06242576615358655,-0.06528748330079134
0.30475701574264213,0.10202827289489869,0.3342880523731587
-0.5519287833827896,0.10610079575596826,0.4540188269370022
-0.09791876093674355,-0.1415759945596737,0.07267854327605244
0.01608554996405469,0.004205816554809833,0.10995181394607935
0.10868528935074846,0.3001968175601294,-0.22230377166156975
,,
-0.11843276936776494,0.18564176939811472,0.3220255653883971
0.24905456509994597,0.3763477088948788,0.48968363136176063
0.27130929543076393,0.1719556662695404,-1.3566597183817588
0.0077635683837013825,-0.021380618797431455,0.1369099478308333
0.18783783783783792,0.19652551574375682,0.2649640861931364
0.15989358774424356,0.10360990050160354,0.2634607231542608
0.12403871403383726,0.21602823321814568,0.3039833787075513
0.22641692546583836,0.21199143468950768,0.3402956460319861
0.047703534566549015,-0.02309026245685328,0.09169844949747566
0.2417871222076216,0.4700557103064066,0.44319503683598294
-0.09705439047841782,-0.050561030877173924,0.04071758274134928
0.1882094917044048,0.27881841214979264,0.3599756291887333
0.01880092070964566,-0.03794004469437622,0.026540725962495775
-0.13539574126155085,0.2459860648288397,0.22981801213252454
0.14635146663166862,-0.026800303208961457,0.12564804995876053
0.07821229050279332,0.11370388238580105,0.2675791783675215
0.40546070915920945,0.3964646464646465,0.44477648599967257
,,
-0.034836065573770475,0.12072072072072085,0.4083155650319828
