,City,Country,Region,Year,AvgCelsiusTemp,CO2,F-Gas,N2O,iso
673,Barcelona,Spain,Europe,2011,17.130602739726044,274.4,16.26,18.95,ESP
674,Barcelona,Spain,Europe,2012,17.240163934426235,269.27,16.36,18.25,ESP
675,Barcelona,Spain,Europe,2013,16.803863013698646,242.8,16.44,19.15,ESP
676,Barcelona,Spain,Europe,2014,17.155796703296694,240.96,16.37,19.96,ESP
677,Barcelona,Spain,Europe,2015,17.04354395604395,256.28,9.92,20.1,ESP
678,Barcelona,Spain,Europe,2016,16.981298342541425,247.03,9.69,19.85,ESP
679,Barcelona,Spain,Europe,2017,16.952630136986308,263.44,9.0,20.14,ESP
680,Barcelona,Spain,Europe,2018,17.06690607734805,258.34,8.31,20.35,ESP
681,Barcelona,Spain,Europe,2019,16.873064066852365,0.0,0.0,0.0,ESP
682,Baton Rouge,US,North America,1995,19.7685479452055,5126.9,115.29,272.69,USA
683,Baton Rouge,US,North America,1996,19.02322289156628,5283.11,124.38,279.98,USA
684,Baton Rouge,US,North America,1997,18.9616712328767,5547.99,130.98,273.86,USA
685,Baton Rouge,US,North America,1998,20.466546961325943,5590.7,145.82,269.93,USA
686,Baton Rouge,US,North America,1999,20.011675824175818,5610.3,142.42,265.35,USA
687,Baton Rouge,US,North America,2000,19.707923497267743,5776.41,143.65,262.45,USA
688,Baton Rouge,US,North America,2001,19.239232876712315,5749.25,130.28,255.04,USA
689,Baton Rouge,US,North America,2002,19.41008310249307,5594.16,137.81,255.21,USA
690,Baton Rouge,US,North America,2003,19.31871232876713,5659.63,127.23,260.06,USA
691,Baton Rouge,US,North America,2004,19.80049180327868,5740.03,134.13,258.75,USA
692,Baton Rouge,US,North America,2005,20.03923287671232,5756.08,135.45,257.93,USA
693,Baton Rouge,US,North America,2006,20.452630136986304,5656.58,137.6,260.11,USA
694,Baton Rouge,US,North America,2007,20.33030303030303,5740.27,148.45,263.29,USA
695,Baton Rouge,US,North America,2008,20.205835616438364,5563.34,149.44,248.09,USA
696,Baton Rouge,US,North America,2009,20.193351648351644,5159.55,144.31,241.24,USA
697,Baton Rouge,US,North America,2010,20.34739811912225,5392.87,153.08,246.69,USA
698,Beijing,China,Asia,1995,13.33079452054794,3084.87,12.57,370.95,CHN
699,Beijing,China,Asia,1996,12.672704918032792,3064.88,17.59,396.54,CHN
700,Beijing,China,Asia,1997,12.857315068493149,3128.65,22.61,368.67,CHN
701,Beijing,China,Asia,1998,13.269418282548472,3232.12,27.62,377.47,CHN
702,Beijing,China,Asia,1999,13.046318681318676,3149.2,32.64,393.76,CHN
703,Beijing,China,Asia,2000,12.6524043715847,3344.09,37.66,386.08,CHN
704,Beijing,China,Asia,2001,12.71684931506849,3526.75,52.05,388.46,CHN
705,Beijing,China,Asia,2002,12.864293628808865,3808.33,66.44,406.21,CHN
706,Beijing,China,Asia,2003,12.725616438356145,4413.3,80.82,407.63,CHN
707,Beijing,China,Asia,2004,13.10142076502732,5121.83,95.21,420.33,CHN
708,Beijing,China,Asia,2005,12.949945205479445,5819.12,109.6,428.09,CHN
709,Beijing,China,Asia,2006,13.288931506849314,6431.91,124.21,439.85,CHN
710,Beijing,China,Asia,2007,13.750549450549444,6988.21,138.82,448.44,CHN
711,Beijing,China,Asia,2008,12.705753424657548,7195.01,153.43,464.1,CHN
712,Beijing,China,Asia,2009,12.60230769230769,7715.11,168.04,475.6,CHN
713,Beijing,China,Asia,2010,11.753972602739715,8470.57,182.65,486.77,CHN
714,Beijing,China,Asia,2011,12.65808219178082,9278.25,197.1,493.0,CHN
715,Beijing,China,Asia,2012,12.05439890710382,9533.21,211.54,503.97,CHN
716,Beijing,China,Asia,2013,12.477808219178096,9936.68,223.84,515.99,CHN
717,Beijing,China,Asia,2014,13.791456043956044,9894.94,236.14,528.02,CHN
718,Beijing,China,Asia,2015,13.369368131868136,9830.43,248.43,542.9,CHN
719,Beijing,China,Asia,2016,13.292872928176786,9814.31,253.74,546.99,CHN
720,Beijing,China,Asia,2017,13.646383561643852,10017.77,259.05,542.1,CHN
721,Beijing,China,Asia,2018,13.244792243767316,10313.46,264.36,538.79,CHN
722,Beijing,China,Asia,2019,13.611030640668512,0.0,0.0,0.0,CHN
723,Beirut,Lebanon,Middle East,1995,20.63783561643835,13.3,0.09,0.49,LBN
724,Beirut,Lebanon,Middle East,1996,20.744617486338807,14.12,0.14,0.49,LBN
725,Beirut,Lebanon,Middle East,1997,20.35671232876712,16.13,0.2,0.5,LBN
726,Beirut,Lebanon,Middle East,1998,21.350914127423824,16.25,0.25,0.52,LBN
727,Beirut,Lebanon,Middle East,1999,21.422994505494504,17.03,0.31,0.51,LBN
728,Beirut,Lebanon,Middle East,2000,20.79071038251366,15.67,0.36,0.53,LBN
729,Beirut,Lebanon,Middle East,2001,21.628821917808224,16.89,0.39,0.56,LBN
730,Beirut,Lebanon,Middle East,2002,21.26637119113574,16.84,0.42,0.51,LBN
731,Beirut,Lebanon,Middle East,2003,21.177945205479457,17.41,0.44,0.54,LBN
732,Beirut,Lebanon,Middle East,2004,20.965355191256823,17.88,0.47,0.57,LBN
733,Beirut,Lebanon,Middle East,2005,20.91841095890411,17.28,0.5,0.5,LBN
734,Beirut,Lebanon,Middle East,2006,20.668163841807907,16.23,0.58,0.48,LBN
735,Beirut,Lebanon,Middle East,2007,21.235439560439573,15.05,0.67,0.51,LBN
736,Beirut,Lebanon,Middle East,2008,21.363928571428573,18.66,0.76,0.5,LBN
737,Beirut,Lebanon,Middle East,2009,21.52016483516484,21.92,0.85,0.55,LBN
738,Beirut,Lebanon,Middle East,2010,22.587123287671226,20.88,0.94,0.56,LBN
739,Beirut,Lebanon,Middle East,2011,21.112794520547943,21.18,1.12,0.66,LBN
740,Beirut,Lebanon,Middle East,2012,21.594945355191243,23.48,1.31,0.7,LBN
741,Beirut,Lebanon,Middle East,2013,21.613972602739715,23.24,1.5,0.69,LBN
742,Beirut,Lebanon,Middle East,2014,21.787362637362637,24.94,1.69,0.7,LBN
743,Beirut,Lebanon,Middle East,2015,21.653736263736253,27.05,1.88,0.71,LBN
744,Beirut,Lebanon,Middle East,2016,21.8932320441989,27.81,2.13,0.74,LBN
745,Beirut,Lebanon,Middle East,2017,21.63457300275481,29.28,2.39,0.76,LBN
746,Beirut,Lebanon,Middle East,2018,22.285830985915485,27.71,2.65,0.74,LBN
747,Beirut,Lebanon,Middle East,2019,21.73491620111733,0.0,0.0,0.0,LBN
748,Belfast,United Kingdom,Europe,1995,11.940274725274728,524.29,21.09,44.03,GBR
749,Belfast,United Kingdom,Europe,1996,11.49945205479452,544.66,22.33,43.81,GBR
750,Belfast,United Kingdom,Europe,1997,11.10315934065934,522.33,25.14,43.83,GBR
751,Belfast,United Kingdom,Europe,1998,10.432243767313016,525.03,22.15,44.07,GBR
752,Belfast,United Kingdom,Europe,1999,10.50541436464089,522.36,13.71,34.41,GBR
753,Belfast,United Kingdom,Europe,2000,10.116978021978024,530.12,12.63,34.62,GBR
754,Belfast,United Kingdom,Europe,2001,9.93381868131868,544.48,13.24,33.84,GBR
755,Belfast,United Kingdom,Europe,2002,10.18094444444444,530.23,13.69,31.82,GBR
756,Belfast,United Kingdom,Europe,2003,10.059889807162524,542.08,14.9,31.79,GBR
757,Belfast,United Kingdom,Europe,2004,9.883534246575342,542.32,13.81,32.63,GBR
758,Belfast,United Kingdom,Europe,2005,9.909423076923073,540.6,14.83,31.9,GBR
759,Belfast,United Kingdom,Europe,2006,9.835109890109884,541.64,15.53,31.28,GBR
760,Belfast,United Kingdom,Europe,2007,10.118925619834709,529.16,15.95,31.56,GBR
761,Belfast,United Kingdom,Europe,2008,9.411098901098894,514.41,16.23,31.03,GBR
762,Belfast,United Kingdom,Europe,2009,9.61707988980716,465.12,16.64,29.31,GBR
763,Belfast,United Kingdom,Europe,2010,9.860082872928173,481.79,17.53,29.49,GBR
764,Belfast,United Kingdom,Europe,2011,10.8184065934066,444.42,15.95,28.48,GBR
765,Belfast,United Kingdom,Europe,2012,10.256472222222213,467.08,16.32,28.56,GBR
766,Belfast,United Kingdom,Europe,2013,10.396868131868136,453.06,16.58,28.31,GBR
767,Belfast,United Kingdom,Europe,2014,11.29179063360881,414.85,16.84,28.34,GBR
768,Belfast,United Kingdom,Europe,2015,10.420468319559223,400.37,16.76,28.46,GBR
769,Belfast,United Kingdom,Europe,2016,10.852299168975064,378.89,16.02,28.28,GBR
770,Belfast,United Kingdom,Europe,2017,10.933616438356164,366.38,14.91,28.28,GBR
771,Belfast,United Kingdom,Europe,2018,10.249249999999996,358.8,13.79,28.29,GBR
772,Belfast,United Kingdom,Europe,2019,10.271754874651812,0.0,0.0,0.0,GBR
773,Belgrade,Yugoslavia,Europe,1995,11.6965205479452,0.0,0.0,0.0,YUG
774,Belgrade,Yugoslavia,Europe,1996,10.997185792349734,0.0,0.0,0.0,YUG
775,Belgrade,Yugoslavia,Europe,1997,11.235424657534244,0.0,0.0,0.0,YUG
776,Belgrade,Yugoslavia,Europe,1998,12.182465373961218,0.0,0.0,0.0,YUG
777,Belgrade,Yugoslavia,Europe,1999,12.131840659340654,0.0,0.0,0.0,YUG
778,Belgrade,Yugoslavia,Europe,2000,13.668633879781424,0.0,0.0,0.0,YUG
779,Belgrade,Yugoslavia,Europe,2001,12.155260273972624,0.0,0.0,0.0,YUG
780,Belgrade,Yugoslavia,Europe,2002,12.916952908587266,0.0,0.0,0.0,YUG
781,Belgrade,Yugoslavia,Europe,2003,12.00561643835616,0.0,0.0,0.0,YUG
782,Belgrade,Yugoslavia,Europe,2004,11.91232240437159,0.0,0.0,0.0,YUG
783,Belgrade,Yugoslavia,Europe,2005,11.137397260273977,0.0,0.0,0.0,YUG
784,Belgrade,Yugoslavia,Europe,2006,11.847917808219172,0.0,0.0,0.0,YUG
785,Belgrade,Yugoslavia,Europe,2007,13.047609890109884,0.0,0.0,0.0,YUG
786,Belgrade,Yugoslavia,Europe,2008,13.343461538461538,0.0,0.0,0.0,YUG
787,Belgrade,Yugoslavia,Europe,2009,13.058873626373622,0.0,0.0,0.0,YUG
788,Belgrade,Yugoslavia,Europe,2010,12.42041095890412,0.0,0.0,0.0,YUG
789,Belgrade,Yugoslavia,Europe,2011,12.363068493150694,0.0,0.0,0.0,YUG
790,Belgrade,Yugoslavia,Europe,2012,13.17857923497266,0.0,0.0,0.0,YUG
791,Belgrade,Yugoslavia,Europe,2013,13.007671232876724,0.0,0.0,0.0,YUG
792,Belgrade,Yugoslavia,Europe,2014,13.378434065934073,0.0,0.0,0.0,YUG
793,Belgrade,Yugoslavia,Europe,2015,13.39008241758242,0.0,0.0,0.0,YUG
794,Belgrade,Yugoslavia,Europe,2016,12.791049723756895,0.0,0.0,0.0,YUG
795,Belgrade,Yugoslavia,Europe,2017,13.08397260273973,0.0,0.0,0.0,YUG
796,Belgrade,Yugoslavia,Europe,2018,13.80371191135733,0.0,0.0,0.0,YUG
797,Belgrade,Yugoslavia,Europe,2019,13.875013927576612,0.0,0.0,0.0,YUG
798,Belize City,Belize,South/Central America & Carribean,1995,25.64821428571428,0.46,0.0,0.1,BLZ
799,Belize City,Belize,South/Central America & Carribean,1996,26.82810958904108,0.36,0.01,0.1,BLZ
800,Belize City,Belize,South/Central America & Carribean,1997,27.6993093922652,0.46,0.01,0.1,BLZ
801,Belize City,Belize,South/Central America & Carribean,1998,27.75465317919076,0.45,0.01,0.11,BLZ
802,Belize City,Belize,South/Central America & Carribean,1999,26.842005571030622,0.41,0.02,0.11,BLZ
803,Belize City,Belize,South/Central America & Carribean,2000,26.899287671232845,0.45,0.02,0.11,BLZ
804,Belize City,Belize,South/Central America & Carribean,2001,27.19648351648352,0.53,0.02,0.11,BLZ
805,Belize City,Belize,South/Central America & Carribean,2002,27.42458333333333,0.52,0.02,0.18,BLZ
806,Belize City,Belize,South/Central America & Carribean,2003,27.471218836565104,0.51,0.03,0.24,BLZ
807,Belize City,Belize,South/Central America & Carribean,2004,27.424522471910127,0.44,0.03,0.12,BLZ
808,Belize City,Belize,South/Central America & Carribean,2005,27.60478632478633,0.47,0.03,0.14,BLZ
809,Belize City,Belize,South/Central America & Carribean,2006,27.294972527472524,0.51,0.04,0.13,BLZ
810,Belize City,Belize,South/Central America & Carribean,2007,27.64768072289159,0.53,0.04,0.14,BLZ
811,Belize City,Belize,South/Central America & Carribean,2008,27.34839080459769,0.5,0.05,0.13,BLZ
812,Belize City,Belize,South/Central America & Carribean,2009,27.55114206128132,1.46,0.05,0.16,BLZ
813,Belize City,Belize,South/Central America & Carribean,2010,27.17905817174515,0.56,0.06,0.14,BLZ
814,Belize City,Belize,South/Central America & Carribean,2011,27.46235616438357,0.64,0.07,0.17,BLZ
815,Belize City,Belize,South/Central America & Carribean,2012,27.276967213114776,0.69,0.08,0.16,BLZ
816,Belize City,Belize,South/Central America & Carribean,2013,27.08942465753425,0.5,0.09,0.23,BLZ
817,Belize City,Belize,South/Central America & Carribean,2014,27.12647382920111,0.49,0.1,0.23,BLZ
818,Belize City,Belize,South/Central America & Carribean,2015,27.59335164835164,0.66,0.11,0.24,BLZ
819,Belize City,Belize,South/Central America & Carribean,2016,27.399861878453045,0.65,0.12,0.24,BLZ
820,Belize City,Belize,South/Central America & Carribean,2017,27.36654794520549,0.65,0.13,0.23,BLZ
821,Belize City,Belize,South/Central America & Carribean,2018,27.23008333333333,0.68,0.15,0.21,BLZ
822,Belize City,Belize,South/Central America & Carribean,2019,27.678523676880225,0.0,0.0,0.0,BLZ
823,Bern,Switzerland,Europe,1995,9.774602739726026,43.44,0.32,2.6,CHE
824,Bern,Switzerland,Europe,1996,8.945300546448088,44.01,0.4,2.59,CHE
825,Bern,Switzerland,Europe,1997,10.11101648351649,42.75,0.48,2.51,CHE
826,Bern,Switzerland,Europe,1998,9.924666666666663,44.25,0.61,2.5,CHE
827,Bern,Switzerland,Europe,1999,9.66808450704226,44.53,0.67,2.41,CHE
828,Bern,Switzerland,Europe,2000,10.462383561643836,43.71,0.79,2.38,CHE
829,Bern,Switzerland,Europe,2001,10.054835164835165,45.16,0.87,2.41,CHE
830,Bern,Switzerland,Europe,2002,10.244958217270195,43.57,0.96,2.29,CHE
831,Bern,Switzerland,Europe,2003,10.780523415977964,44.84,1.04,2.26,CHE
832,Bern,Switzerland,Europe,2004,9.751377410468317,45.28,1.15,2.23,CHE
833,Bern,Switzerland,Europe,2005,9.483159340659336,45.85,1.22,2.27,CHE
834,Bern,Switzerland,Europe,2006,10.373041095890413,45.48,1.29,2.28,CHE
835,Bern,Switzerland,Europe,2007,10.72217032967033,43.54,1.38,2.24,CHE
836,Bern,Switzerland,Europe,2008,10.27,44.96,1.44,2.31,CHE
837,Bern,Switzerland,Europe,2009,10.708873626373627,43.67,1.4,2.28,CHE
838,Bern,Switzerland,Europe,2010,9.556136986301372,45.21,1.42,2.28,CHE
839,Bern,Switzerland,Europe,2011,9.888082191780818,41.19,1.48,2.24,CHE
840,Bern,Switzerland,Europe,2012,9.382404371584697,42.47,1.54,2.18,CHE
841,Bern,Switzerland,Europe,2013,8.829287671232876,43.48,1.58,2.21,CHE
842,Bern,Switzerland,Europe,2014,10.138818681318677,39.73,1.6,2.19,CHE
843,Bern,Switzerland,Europe,2015,9.980274725274732,39.03,1.6,2.18,CHE
844,Bern,Switzerland,Europe,2016,9.520082872928176,39.61,1.53,2.19,CHE
845,Bern,Switzerland,Europe,2017,9.719178082191789,38.62,1.57,2.18,CHE
846,Bern,Switzerland,Europe,2018,10.661722222222227,37.48,1.62,2.14,CHE
847,Bern,Switzerland,Europe,2019,10.0983286908078,0.0,0.0,0.0,CHE
848,Bilbao,Spain,Europe,1995,14.969863013698635,240.58,7.13,20.34,ESP
849,Bilbao,Spain,Europe,1996,14.116038251366115,230.1,8.06,22.45,ESP
850,Bilbao,Spain,Europe,1997,15.362684931506848,248.61,9.52,22.13,ESP
851,Bilbao,Spain,Europe,1998,14.572631578947387,256.22,9.69,23.47,ESP
852,Bilbao,Spain,Europe,1999,14.608186813186808,278.31,11.71,23.53,ESP
853,Bilbao,Spain,Europe,2000,14.54289617486339,293.31,13.19,23.65,ESP
854,Bilbao,Spain,Europe,2001,15.143643835616436,294.79,9.82,22.77,ESP
855,Bilbao,Spain,Europe,2002,16.007257617728538,312.75,8.52,22.4,ESP
856,Bilbao,Spain,Europe,2003,16.656301369863023,318.66,10.6,23.37,ESP
857,Bilbao,Spain,Europe,2004,15.645683060109292,335.56,10.84,22.61,ESP
858,Bilbao,Spain,Europe,2005,15.817205479452056,350.5,12.16,21.28,ESP
859,Bilbao,Spain,Europe,2006,16.073205479452053,341.78,14.78,21.69,ESP
860,Bilbao,Spain,Europe,2007,14.337774725274713,354.68,16.92,22.19,ESP
861,Bilbao,Spain,Europe,2008,14.731153846153846,324.16,17.87,20.07,ESP
862,Bilbao,Spain,Europe,2009,14.868901098901098,287.49,16.54,19.66,ESP
863,Bilbao,Spain,Europe,2010,14.066301369863012,273.25,16.72,20.01,ESP
864,Bilbao,Spain,Europe,2011,15.591808219178091,274.4,16.26,18.95,ESP
865,Bilbao,Spain,Europe,2012,14.545546448087444,269.27,16.36,18.25,ESP
866,Bilbao,Spain,Europe,2013,14.488356164383577,242.8,16.44,19.15,ESP
867,Bilbao,Spain,Europe,2014,16.171813186813193,240.96,16.37,19.96,ESP
868,Bilbao,Spain,Europe,2015,15.515879120879111,256.28,9.92,20.1,ESP
869,Bilbao,Spain,Europe,2016,15.16198895027624,247.03,9.69,19.85,ESP
870,Bilbao,Spain,Europe,2017,14.90649315068494,263.44,9.0,20.14,ESP
871,Bilbao,Spain,Europe,2018,15.229585635359122,258.34,8.31,20.35,ESP
872,Bilbao,Spain,Europe,2019,15.111055555555552,0.0,0.0,0.0,ESP
873,Billings,US,North America,1995,8.415917808219188,5126.9,115.29,272.69,USA
874,Billings,US,North America,1996,6.367581120943948,5283.11,124.38,279.98,USA
875,Billings,US,North America,1997,8.319643835616446,5547.99,130.98,273.86,USA
876,Billings,US,North America,1998,9.320498614958453,5590.7,145.82,269.93,USA
877,Billings,US,North America,1999,9.84532967032967,5610.3,142.42,265.35,USA
878,Billings,US,North America,2000,8.54745901639344,5776.41,143.65,262.45,USA
879,Billings,US,North America,2001,9.488054794520544,5749.25,130.28,255.04,USA
880,Billings,US,North America,2002,8.023444444444447,5594.16,137.81,255.21,USA
881,Billings,US,North America,2003,9.718131868131865,5659.63,127.23,260.06,USA
882,Billings,US,North America,2004,9.265901639344266,5740.03,134.13,258.75,USA
883,Billings,US,North America,2005,9.005506849315069,5756.08,135.45,257.93,USA
884,Billings,US,North America,2006,10.032191780821918,5656.58,137.6,260.11,USA
885,Billings,US,North America,2007,9.52082417582417,5740.27,148.45,263.29,USA
886,Billings,US,North America,2008,8.609258241758239,5563.34,149.44,248.09,USA
887,Billings,US,North America,2009,8.44340659340659,5159.55,144.31,241.24,USA
888,Billings,US,North America,2010,8.500602739726029,5392.87,153.08,246.69,USA
889,Billings,US,North America,2011,8.433369863013699,5172.1,159.37,254.86,USA
890,Billings,US,North America,2012,10.552021857923494,4950.21,154.58,245.81,USA
891,Billings,US,North America,2013,8.942712328767122,5089.5,154.04,246.72,USA
892,Billings,US,North America,2014,8.544246575342463,5102.58,159.16,246.48,USA
893,Billings,US,North America,2015,10.252657534246572,4982.79,161.05,242.64,USA
894,Billings,US,North America,2016,10.25234972677595,4888.64,160.92,248.51,USA
895,Billings,US,North America,2017,9.15309589041096,4813.72,165.29,249.29,USA
896,Billings,US,North America,2018,7.8560821917808275,4981.3,169.66,250.06,USA
897,Billings,US,North America,2019,7.792000000000002,0.0,0.0,0.0,USA
898,Birmingham,US,North America,1995,17.13460055096418,5126.9,115.29,272.69,USA
899,Birmingham,US,North America,1996,16.557404371584706,5283.11,124.38,279.98,USA
900,Birmingham,US,North America,1997,16.57293150684932,5547.99,130.98,273.86,USA
901,Birmingham,US,North America,1998,18.35469613259668,5590.7,145.82,269.93,USA
902,Birmingham,US,North America,1999,18.029587912087905,5610.3,142.42,265.35,USA
903,Birmingham,US,North America,2000,17.375765027322394,5776.41,143.65,262.45,USA
904,Birmingham,US,North America,2001,16.94378082191781,5749.25,130.28,255.04,USA
905,Birmingham,US,North America,2002,17.343407202216053,5594.16,137.81,255.21,USA
906,Birmingham,US,North America,2003,16.98335164835166,5659.63,127.23,260.06,USA
907,Birmingham,US,North America,2004,17.3377868852459,5740.03,134.13,258.75,USA
908,Birmingham,US,North America,2005,17.320136986301367,5756.08,135.45,257.93,USA
909,Birmingham,US,North America,2006,18.054273972602747,5656.58,137.6,260.11,USA
910,Birmingham,US,North America,2007,18.445302197802203,5740.27,148.45,263.29,USA
911,Birmingham,US,North America,2008,17.314423076923077,5563.34,149.44,248.09,USA
912,Birmingham,US,North America,2009,17.100329670329664,5159.55,144.31,241.24,USA
913,Birmingham,US,North America,2010,17.109123287671245,5392.87,153.08,246.69,USA
914,Birmingham,US,North America,2011,17.879068493150687,5172.1,159.37,254.86,USA
915,Birmingham,US,North America,2012,18.47068306010929,4950.21,154.58,245.81,USA
916,Birmingham,US,North America,2013,16.841726027397257,5089.5,154.04,246.72,USA
917,Birmingham,US,North America,2014,16.72794520547946,5102.58,159.16,246.48,USA
918,Birmingham,US,North America,2015,17.990438356164365,4982.79,161.05,242.64,USA
919,Birmingham,US,North America,2016,18.741721311475423,4888.64,160.92,248.51,USA
920,Birmingham,US,North America,2017,18.42564383561644,4813.72,165.29,249.29,USA
921,Birmingham,US,North America,2018,17.966958904109603,4981.3,169.66,250.06,USA
922,Birmingham,US,North America,2019,18.625041095890413,0.0,0.0,0.0,USA
923,Bishkek,Kyrgyzstan,Asia,1997,-1.6703225806451616,5.69,0.06,1.24,KGZ
924,Bishkek,Kyrgyzstan,Asia,1998,11.963114186851218,6.03,0.06,1.29,KGZ
925,Bishkek,Kyrgyzstan,Asia,1999,11.528305555555557,4.79,0.07,1.31,KGZ
926,Bishkek,Kyrgyzstan,Asia,2000,12.364754098360658,4.67,0.08,1.33,KGZ
927,Bishkek,Kyrgyzstan,Asia,2001,11.874821917808204,3.97,0.09,1.35,KGZ
928,Bishkek,Kyrgyzstan,Asia,2002,12.12614958448754,4.97,0.09,1.25,KGZ
929,Bishkek,Kyrgyzstan,Asia,2003,11.810412087912091,5.59,0.1,1.39,KGZ
930,Bishkek,Kyrgyzstan,Asia,2004,12.342486338797812,5.56,0.1,1.38,KGZ
931,Bishkek,Kyrgyzstan,Asia,2005,12.10550684931507,5.3,0.1,1.41,KGZ
932,Bishkek,Kyrgyzstan,Asia,2006,12.307561643835614,5.32,0.12,1.43,KGZ
933,Bishkek,Kyrgyzstan,Asia,2007,12.182928176795576,6.47,0.13,1.46,KGZ
934,Bishkek,Kyrgyzstan,Asia,2008,12.12372602739726,7.51,0.15,1.49,KGZ
935,Bishkek,Kyrgyzstan,Asia,2009,11.9395867768595,6.76,0.16,1.65,KGZ
936,Bishkek,Kyrgyzstan,Asia,2010,12.298356164383554,6.35,0.17,1.66,KGZ
937,Bishkek,Kyrgyzstan,Asia,2011,11.346136986301362,7.62,0.17,1.7,KGZ
938,Bishkek,Kyrgyzstan,Asia,2012,11.316775956284154,10.06,0.17,1.74,KGZ
939,Bishkek,Kyrgyzstan,Asia,2013,12.720109589041089,9.38,0.17,1.82,KGZ
940,Bishkek,Kyrgyzstan,Asia,2014,11.04975206611571,9.71,0.18,1.89,KGZ
941,Bishkek,Kyrgyzstan,Asia,2015,12.64777472527472,10.27,0.18,1.81,KGZ
942,Bishkek,Kyrgyzstan,Asia,2016,12.685152354570636,9.7,0.17,1.85,KGZ
943,Bishkek,Kyrgyzstan,Asia,2017,12.12665753424658,9.34,0.16,1.85,KGZ
944,Bishkek,Kyrgyzstan,Asia,2018,11.573537604456826,11.0,0.15,1.99,KGZ
945,Bishkek,Kyrgyzstan,Asia,2019,12.939498607242337,0.0,0.0,0.0,KGZ
946,Bismarck,US,North America,1995,5.33742465753425,5126.9,115.29,272.69,USA
947,Bismarck,US,North America,1996,3.829393063583817,5283.11,124.38,279.98,USA
948,Bismarck,US,North America,1997,6.334931506849316,5547.99,130.98,273.86,USA
949,Bismarck,US,North America,1998,7.6196675900277056,5590.7,145.82,269.93,USA
950,Bismarck,US,North America,1999,7.216208791208789,5610.3,142.42,265.35,USA
951,Bismarck,US,North America,2000,6.289590163934426,5776.41,143.65,262.45,USA
952,Bismarck,US,North America,2001,6.98452054794521,5749.25,130.28,255.04,USA
953,Bismarck,US,North America,2002,6.231361111111111,5594.16,137.81,255.21,USA
954,Bismarck,US,North America,2003,6.683829201101928,5659.63,127.23,260.06,USA
955,Bismarck,US,North America,2004,6.457650273224047,5740.03,134.13,258.75,USA
956,Bismarck,US,North America,2005,7.182904109589042,5756.08,135.45,257.93,USA
957,Bismarck,US,North America,2006,8.07227397260274,5656.58,137.6,260.11,USA
958,Bismarck,US,North America,2007,6.686703296703301,5740.27,148.45,263.29,USA
959,Bismarck,US,North America,2008,5.57739010989011,5563.34,149.44,248.09,USA
960,Bismarck,US,North America,2009,4.928763736263734,5159.55,144.31,241.24,USA
961,Bismarck,US,North America,2010,5.902931506849305,5392.87,153.08,246.69,USA
962,Bismarck,US,North America,2011,5.677315068493153,5172.1,159.37,254.86,USA
963,Bismarck,US,North America,2012,7.731967213114754,4950.21,154.58,245.81,USA
964,Bismarck,US,North America,2013,5.20235616438356,5089.5,154.04,246.72,USA
965,Bismarck,US,North America,2014,5.431917808219176,5102.58,159.16,246.48,USA
966,Bismarck,US,North America,2015,7.665890410958901,4982.79,161.05,242.64,USA
967,Bismarck,US,North America,2016,8.137240437158477,4888.64,160.92,248.51,USA
968,Bismarck,US,North America,2017,7.374767123287674,4813.72,165.29,249.29,USA
969,Bismarck,US,North America,2018,5.943315068493149,4981.3,169.66,250.06,USA
970,Bismarck,US,North America,2019,4.829205479452055,0.0,0.0,0.0,USA
971,Bissau,Guinea-Bissau,Africa,1995,28.701257142857155,0.18,0.01,0.57,GNB
972,Bissau,Guinea-Bissau,Africa,1996,28.421907514450883,0.18,0.01,0.53,GNB
973,Bissau,Guinea-Bissau,Africa,1997,28.560970149253723,0.2,0.01,0.51,GNB
974,Bissau,Guinea-Bissau,Africa,1998,29.055483870967752,0.17,0.02,0.51,GNB
975,Bissau,Guinea-Bissau,Africa,2006,28.097704918032782,0.22,0.04,0.71,GNB
976,Bissau,Guinea-Bissau,Africa,2007,28.881067961165048,0.23,0.04,0.71,GNB
977,Bissau,Guinea-Bissau,Africa,2008,28.806652173913047,0.22,0.05,0.65,GNB
978,Bissau,Guinea-Bissau,Africa,2009,28.10800569800568,0.23,0.06,0.7,GNB
979,Bissau,Guinea-Bissau,Africa,2010,28.18140845070424,0.24,0.06,0.73,GNB
980,Bissau,Guinea-Bissau,Africa,2011,27.67966666666667,0.25,0.07,0.73,GNB
981,Bissau,Guinea-Bissau,Africa,2012,27.509915492957735,0.25,0.08,0.79,GNB
982,Bissau,Guinea-Bissau,Africa,2013,27.75580459770115,0.26,0.1,0.74,GNB
983,Bissau,Guinea-Bissau,Africa,2014,27.66638968481377,0.28,0.11,0.77,GNB
984,Bissau,Guinea-Bissau,Africa,2015,27.53609826589596,0.28,0.12,0.8,GNB
985,Bissau,Guinea-Bissau,Africa,2016,27.72875346260388,0.3,0.13,0.77,GNB
986,Bissau,Guinea-Bissau,Africa,2017,27.724136986301342,0.3,0.15,0.8,GNB
987,Bissau,Guinea-Bissau,Africa,2018,27.24294444444447,0.31,0.16,0.83,GNB
988,Bissau,Guinea-Bissau,Africa,2019,27.77303370786516,0.0,0.0,0.0,GNB
989,Bogota,Colombia,South/Central America & Carribean,1995,12.992005494505497,59.06,0.27,18.52,COL
